OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Genus_2	Species
736db9a03b917234f8697b62dc62b5c7	d__Bacteria							
75ba31783398a2cd47c78c98070b57ad	d__Bacteria							
af2410f80f0aa6304dbb14a89b72fc0f	d__Bacteria							
7937b45228c6b8f775f9dbc985a0811e	d__Bacteria	p__Patescibacteria						
f0a9241220270549c85da7260146ae77	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Nesterenkonia		
d7eaf35f400647d70e372008fc674462	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
9871f2f1a5a48d95918a1db918afa543	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Bacillales_D_310495	f__Amphibacillaceae	g__Ornithinibacillus_287146		
ca67bf3c8b4c075b5c2845691aabecbb	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
2205f49c1ad6e68aae0c512c649ff821	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Convivina	s__Convivina	intestini
999c641d0e7ea75a49c9ba9cb07e4f17	d__Bacteria	p__Firmicutes_D	c__Bacilli					
d48fb1fdab34c40b94397509ee220857	d__Bacteria							
a547033202a1a9617e5d6708e8558a1f	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae			
cad97453b96e4b80e6ba27936df9d381	Unassigned							
4d0cd725c84d256c172e194c0499ae06	d__Bacteria							
6a48a58d38740b496938d8232ee9a53c	d__Bacteria							
1f8f62953b2da07e48a51d287b0a9702	Unassigned							
15f363aabb60035be3e1f40a7f552862	Unassigned							
26eb4184c789bf3e448f4d85644af546	d__Bacteria							
7fdb522f25bbab4f706aeeed9d8fa14f	d__Bacteria							
d62a32c52427558d2087851cab862133	d__Bacteria							
36a1c46dd5ac4db60e2605e7bd1d7ae9	Unassigned							
7359200b4e35f22d7e850ea857dd0907	Unassigned							
55c299cda92d6641b779ab1df000735a	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Caldalkalibacillales	f__Caldalkalibacillaceae	g__Caldalkalibacillus_362013	s__Caldalkalibacillus	thermarum
bbe3e32323f341a83673569118996ce1	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales				
8bfdabf3d431cc876e1dff99a6132d93	d__Bacteria							
82645417812715d2fb541da05b9e7762	Unassigned							
1e0207377f81409a283879c95503f1a0	d__Bacteria							
3114eb0c134c4090de2cf74b82d30549	d__Bacteria							
ce34661d9568ab5a2be15c6fb772ce4f	Unassigned							
27617242f6670e31aa544aeba446ed30	Unassigned							
2c4c7ddf253b3825689b8bab90f89cb8	Unassigned							
2c66de0916db52e3e6db7b0ea18f615b	Unassigned							
8df3d270a4bfdc831f6a72958fc33332	d__Bacteria	p__Firmicutes_A	c__Clostridia_258483	o__Peptostreptococcales	f__	g__	s__	
d3e18fe034431229d611543841eee872	d__Bacteria							
7724b7c1c8e24f5435f0f002709eaf34	Unassigned							
268b5b409b2229e9b0bf5f1f7b12f678	d__Bacteria							
9006b8cae44a93d17f924c957a9ec20c	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus_C_375578		
5e72519dff0fd08a7b84bb410fe5e688	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
0d97922699cf857db58a92f1781def27	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia_401430	o__Acidimicrobiales	f__JAAYBP01	g__Aquihabitans	s__Aquihabitans	daechungensis
e77c98f315baa7a051d15e1b0e1b4d0f	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia_401430	o__Acidimicrobiales	f__SKKL01	g__Actinomarinicola	s__Actinomarinicola	tropica
b87294aac8210e93e62cb9d4c0734a0f	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Pseudonocardia		
bafcb307e4786597dd8376e26f34c17a	Unassigned							
b1f43044074c1adac342ad36f6cf8bae	d__Bacteria							
c013c3b8114427418031d0873b1d47f5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
ce1943788ac8198baf5e1bfdb9014e88	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
eba1d0d0b54ffa01b28b5452f3cb5784	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
43f1f9cffdcfa2cb08dc751b1b7a29ca	d__Bacteria	p__Myxococcota_A_473307	c__Polyangia_463783	o__Polyangiales	f__Polyangiaceae	g__Palsa-1150	s__Palsa-1150	sp003153495
c805377fd81a8b37bba53141721581a7	d__Bacteria	p__Myxococcota_A_473307	c__Polyangia_463783	o__Polyangiales	f__Polyangiaceae	g__	s__	
62faff9e5f27133ce2d25fdd62538926	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae			
2b3704b6d9cd40639080acb2f62b4fe5	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Paludisphaera		
5c2643ea4953d0a36c1ac4cf63e5557b	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Paludisphaera		
511d3ce167d3718173a0cbeaee28df1b	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Paludisphaera		
f359db9529a465b07badd41a4bf8ba27	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__GCA-2718595	s__GCA-2718595	sp002718595
8f4b823a4cf763972942b03705836524	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__	
91edbb494cc34043a66033aaa19a661a	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__GCA-2718595	s__GCA-2718595	sp002718595
82f1961aba8a7a12d4a9ae8d74516af8	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__GCA-2718595	s__GCA-2718595	sp002718595
0f05948912304fbb5126f846168bcc06	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__GCA-2718595	s__GCA-2718595	sp002718595
d6d1c1e8d6dce726c975b6743f8f6086	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__GCA-2718595	s__GCA-2718595	sp002718595
2de9d2af1e89ed71ae5dd593ebbe2e16	d__Bacteria							
d9ae4d33f577ce445e7ff8db45afed87	d__Bacteria							
ac52a7cf0e468a58ca3e7ad1bb0b7d30	d__Bacteria							
e5c6552010685e33ef2eefed926e61cc	d__Bacteria							
77d195e6a9b615efbbe9991182b5d165	d__Bacteria							
07eea026982a6b70c69ae6c93583d1a3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
564ebce00ebc5deb573f8c0a6bb53c14	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__QKMZ01	s__QKMZ01	sp003242885
12f4c34a884b8c11224d184e34b4ff23	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
a0eb1a0cae6a911086e7976c364a9fe9	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
b67ab116038bea48deb8dbf430bf20ef	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
909954435e8d348b1cd0b2fa26938203	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
3dad562dbbf89714a8c93e1467be22d2	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
0037fa021dc0cddb619a3715c085c5b5	d__Bacteria	p__Eremiobacterota	c__Xenobia	o__Xenobiales	f__	g__	s__	
23d90aa91fb6e9758d14c89a2cbcd538	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__55-13	s__55-13	sp001898035
3962e5dd4c1e47ae56437bf4539d1639	d__Bacteria							
9314dbb2110d54c6182b683fea5037c6	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Rariglobus	s__Rariglobus	hedericola
e2c05d6aa267ad9d9152c7d8025d0129	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Gryllotalpicola	s__Gryllotalpicola	reticulitermitis
017a762523821b6179e5a336a94b6e94	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
70aa4ca9947629357bdd1c64f1cfb860	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae			
05e09b3ade4a0a58dce797a3503c659e	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
f8f62e003a09acdec963610e97cf1591	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
2a730fddd955ebd58dd8606fde190676	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
fd6a7b9aef5bf5aa8d25f8d5dc32894b	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
e3fe31001cadac015ef02d9728c5c982	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JC017	s__JC017	sp004296775
1846b2e68acbc236f19915b2b488c2d8	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus		
542a15a92b73b68bf2ad92d217530c1a	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	timberlakei
7a8d14dfe9d60086968c529258548c46	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus		
2e36222daf93765aad52e64a49cc788e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
0891c82428c73b3dbfeec19b7f36798a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquirickettsiella	s__Aquirickettsiella	grylli
8fe0445ebdeea41a093f6596cccd77ea	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales				
bb320cb12fe2dd4bda80bc1ca58efcaa	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A_737866	f__Enterobacteriaceae_A			
7f5c91069ee95dec9aeb0747376f5c3d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_647464		
f3f7c6d70ccba7bc330de85e9e6bfcc5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_647464		
cc193b0cc75d4086d60d3fbe2077cced	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_647464		
08561135411526b0fa10376c12d6ffbc	d__Bacteria	p__Firmicutes_D	c__Bacilli					
1d6550ffe179ff74b310e60472fc8707	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
c2a55140d3d95f41f23d0dde01a0d91c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
7c41b733b70c48c27678791db36ff90b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
7eb6a70191b3b23b22d23c0ef47c1c16	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
07c3e82d4b984a8e6aac4b3aea5464db	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
46b934a1bb9d1024ce864b144533f294	d__Bacteria	p__Myxococcota_A_473307	c__Myxococcia	o__Myxococcales				
ca7ff109ec73a1756d518d18014da5a1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae			
71ce5ab215938c4d1f517da2b1a08a3e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae			
87259b1cd60bc8d65355ebc3d2d760e3	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae			
32c19bad25daf5488a67fa42a85a1f7f	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Convivina	s__Convivina	intestini
186efba3c7dd3200a9a86ba1f245a6a8	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Alkanindiges	s__Alkanindiges	illinoisensis
99c60d0c1e137858f9d4ac4a5f8ed90b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter	guerrae
a5a1ac2f74bb90b3c3f2200dfaecd11b	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Convivina	s__Convivina	intestini
cb5b047b4fb5b482f8da5a05d72e1bd0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
19f1579634a9c153c44a7297a156f3ad	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
c9c7c30f599ae7aefe1f8faf86ddb92a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter	puyangensis
17d4a8f165b1eefd4032961c3d14f25d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
81d371d16a4a6565f338a1d964a42058	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
c9c7d372cf7c41282b7d76995554873f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
bce8d766242f301f3d23cffe3c29943a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria					
5280cf4f84635d02aaeaf0f496162adf	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
fd47e2c0d54abce57b4ffc0cb2d9de13	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660879	f__Moraxellaceae	g__Acinetobacter		
88f02ce101c26ce9bf89d9ff3b2c4e0a	d__Bacteria	p__Firmicutes_D	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	quenuiae
371acaf0506009d19cb166806b630c95	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	s__Terrimicrobium	sacchariphilum
b0bf9b2a17c7b06fef1af564cc369464	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422			
b10f149f1663a36bc744998ea1451098	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_595422	f__Burkholderiaceae_A_595422	g__Oligella	s__Oligella	ureolytica
b72e56b9d1c3f7887bb35d70bab2d6c4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660905	f__Alcanivoracaceae	g__Alcanivorax_A	s__Alcanivorax_A	dieselolei
3fada9f47d99d8c36b066b50128d0875	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_660905	f__Alcanivoracaceae	g__Alcanivorax_A	s__Alcanivorax_A	indicus
9714b4c0c8ac770398a11917b40fc339	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923				
55e907255c899831a2e1086c9bc24003	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923				
8d5b8c6b68483cfc0edc1787f68687f0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae			
3f52b2cd7a106e998217f7c16f99947a	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923	f__Flavobacteriaceae			
a4cf64390b3bfc0a82467214c2f514bd	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_877923				
405f47062c0cb09abee65e42712b4391	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae			
a6070dd78d3f61a8f7ae4af8b266d436	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Xanthobacteraceae_503485	g__	s__	
76adad7303e69c5d161e903cd3ffd477	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Chelatococcus_A_503544		
d054138ad4b7c6a7c2975804e0f96c71	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae			
8f0554391da7d740c4bfa2ce469ff8ca	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium	sp001424705
73e93f0a9fdc9ac945a6d2c1def2332c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium		
f7f8877f5c88c11a207fadd728c05a84	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium		
e6dbf222a29192db55139dc067d0cd62	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504705	f__Beijerinckiaceae	g__Methylobacterium		
80b0c3ce5c9b7f0d7f47962d0c48c701	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter	persici
353b2fba984fc7b4d839560db8ec8ef1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas		
db94d2a2e9cd29a388be68318f0358ad	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
31e358c20c403e81e93fb1cb3fd6525d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Asaia	s__Asaia	bogorensis
3882b7299926cff702b6617ad1193d29	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
473f2799bbbdf010222966dc0664bd86	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
605e589bf1c19217f035ef091ecf6af0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Saccharibacter	s__Saccharibacter	floricola
79e1076257c17d56d72ef0a82693eec3	d__Bacteria	p__Firmicutes_D	c__Bacilli					
b309cd9f40165261cc593c0d05fc3106	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_592524	f__Burkholderiaceae_A_580492			
282f7c60ec41858a594cfa50d4a331ca	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Bombella		
521800607eaaafde16a4711fe2b1e4b7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Bombella		
a29520de5f7b44cd84ff4b40afc2a5c0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_647464		
884ad4636feb0b25bb3b5cfd6b16b83d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Bombella		
25252b4a142a46a1a3cd5d3342207685	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter	persici
e8f47ddb6657099f01021f21f9925fc7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter		
cebf1ecc5197a472c48c1cc0d6d9126a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas	staleyi
01e28e0d5c5cdf8dd293a85cc0fb3730	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas		
5801ac10bce7acdf76d690a8c4ad07fd	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas		
734282c4e5bc5ed19bc91f4740f9e2b3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas	diminuta
7cff4d7735c780efdebe013a9f08c7d0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae			
d46a499371e93b5c3885d0c2c25d0f09	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_504721	f__Hyphomicrobiaceae			
3a6e5b02b9d8524d8eda7f33a31fbaf3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Tianweitania		
703bce68e797f5b43cd28ef0dec9ac9c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus		
6e7d0eda0dc4255121580dcedb43e86b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Mesorhizobium_F_498388		
900eec88290076390b0e3189d82d7732	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria					
b9fe09df525ab4b5a7b5027bcee07a1f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_500471	f__Rhizobiaceae_A_500471	g__Agrobacterium		
80e371c24b91c63767dbd469959577f6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Mesorhizobium_F_497882	s__Mesorhizobium	lusatiense
5b6396a34771a7726df5e4b6e8cbd018	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Aquamicrobium_A_497889	s__Aquamicrobium_A_497889	aestuarii
150b922c4a2d32d295894c2cea6c7c1d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
00739b1fa23a51919ee1de9f154a793d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
2990113661b43e7d905d410265903030	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sandaracinobacter	s__Sandaracinobacter	neustonicus
ed1adeb39eb2a112e7928c7355de7706	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501058	f__Rhizobiaceae_A_501058	g__Rhizobium_A_501058		
eeccbcacb0fa9e886868704909fcb978	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Paenochrobactrum		
b45cf540ebcaa9edc0e9cafec8fc5ad9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_502138	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacterium	sediminicola
2b2f63ed491247302f0b27cea9bdeaa6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
f8a56057f0a8914942135bd13ee90095	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470	g__Falsochrobactrum	s__Falsochrobactrum	ovis
94f0ea72c52f26eb788482d1fd2a4ef4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_613067	f__Rhodanobacteraceae_613067	g__Dokdonella_A		
8566894e322878ad8090c414e0828291	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae			
a338d1e1c58914a1409b0cdf623d0040	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A_501396	f__Rhizobiaceae_A_499470			
39398820b81f8b70bbfd274eacd8983e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_641030	f__Halomonadaceae_641030	g__Halomonas_C_640989		
18abb9ce6ebb664f087a46467660cd80	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_B_650451		
274576d8a00c959a590ae0f533c02039	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales_650611	f__Pseudomonadaceae	g__Pseudomonas_E_648040		
159e8dccc469799e1b084409a66338de	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales_597441	f__Neisseriaceae_563222	g__Neisseria_563205		
417a92eeef8a61b2690d4bf8a215d7d2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
6d21b40346ad49ebeef4eb040c17bf95	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales_616050	f__Wenzhouxiangellaceae	g__Wenzhouxiangella		
